Date;Temp
06/11/2021 10:39;-3
06/11/2021 11:39;-2.9
06/11/2021 12:39;-2.6
06/11/2021 13:39;-2.9
06/11/2021 14:39;-2.5
06/11/2021 15:39;-1.8
06/11/2021 16:39;-1.7
06/11/2021 17:39;-1.8
06/11/2021 18:39;-1.8
06/11/2021 19:39;-2
06/11/2021 20:39;-2.3
06/11/2021 21:39;-2.3
06/11/2021 22:39;-1.9
06/11/2021 23:39;-1.9
07/11/2021 00:39;-1.7
07/11/2021 01:39;-1.7
07/11/2021 02:39;-1.7
07/11/2021 03:39;-1.5
07/11/2021 04:39;-1.7
07/11/2021 05:39;-1.8
07/11/2021 06:39;-2
07/11/2021 07:39;-1.8
07/11/2021 08:39;-1.7
07/11/2021 09:39;-1.6
07/11/2021 10:39;-1.4
07/11/2021 11:39;-1.9
07/11/2021 12:39;-1.7
07/11/2021 13:39;-1.1
07/11/2021 14:39;-1
07/11/2021 15:39;-1.1
07/11/2021 16:39;-1.1
07/11/2021 17:39;-1.1
07/11/2021 18:39;-1.1
07/11/2021 19:39;-1.1
07/11/2021 20:39;-1
07/11/2021 21:39;-0.9
07/11/2021 22:39;-1
07/11/2021 23:39;-0.9
08/11/2021 00:39;-0.9
08/11/2021 01:39;-0.9
08/11/2021 02:39;-0.9
08/11/2021 03:39;-0.9
08/11/2021 04:39;-0.8
08/11/2021 05:39;-0.9
08/11/2021 06:39;-0.9
08/11/2021 07:39;-1
08/11/2021 08:39;-1.9
08/11/2021 09:39;-1.1
08/11/2021 10:39;-0.9
08/11/2021 11:39;-0.8
08/11/2021 12:39;-0.7
08/11/2021 13:39;-1.2
08/11/2021 14:39;-1.6
08/11/2021 15:39;-1.6
08/11/2021 16:39;-1.2
08/11/2021 17:39;-1.1
08/11/2021 18:39;-1.3
08/11/2021 19:39;-1.1
08/11/2021 20:39;-1.1
08/11/2021 21:39;-1.1
08/11/2021 22:39;-1.5
08/11/2021 23:39;-1
09/11/2021 00:39;-1.3
09/11/2021 01:39;-2.2
09/11/2021 02:39;-2.4
09/11/2021 03:39;-2.2
09/11/2021 04:39;-1.6
09/11/2021 05:39;-1.8
09/11/2021 06:39;-1.4
09/11/2021 07:39;-1.9
09/11/2021 08:39;-2
09/11/2021 09:39;-1.9
09/11/2021 10:39;-1.8
